TRACKINGNUMBER,INSPECTIONDATE,INSPTYPE,NUMCRITICAL,NUMNONCRITICAL,VIOLLUMP,HAZARDRATING
HPAR-AFGPRP,20180309,Routine,1,1,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|502,Not Critical,In operator’s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",Low
HPAR-AFGPRP,20161003,Routine,0,1,"315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat",Low
NDAA-99WMTF,20200205,Routine,0,0,,Low
NDAA-99WMTF,20190815,Routine,0,0,,Low
NDAA-99WMTF,20190219,Routine,0,0,,Low
NDAA-99WMTF,20180912,Follow-Up,0,0,,Low
NDAA-99WMTF,20180910,Routine,2,3,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat",Moderate
NDAA-99WMTF,20180314,Routine,1,1,"305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
NDAA-99WMTF,20170913,Routine,1,0,"401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
NDAA-99WMTF,20170411,Routine,0,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
NDAA-99WMTF,20161007,Routine,1,0,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat",Low
NDAA-99WMTF,20160614,Follow-Up,0,0,,Low
NDAA-99WMTF,20160531,Routine,2,2,"104,Not Critical,Permit not posted in a conspicuous location [s. 8(7)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat|502,Not Critical,In operator’s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",Moderate
HPAR-AE2Q87,20191104,Routine,0,0,,Low
HPAR-AE2Q87,20190506,Follow-Up,0,0,,Low
HPAR-AE2Q87,20190502,Routine,1,1,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
HPAR-AE2Q87,20181018,Routine,0,0,,Low
HPAR-AE2Q87,20180501,Routine,0,0,,Low
HPAR-AE2Q87,20171116,Follow-Up,0,0,,Low
HPAR-AE2Q87,20171013,Follow-Up,0,0,,Low
HPAR-AE2Q87,20170907,Routine,0,1,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat",Low
HPAR-AE2Q87,20170607,Routine,0,0,,Low
HPAR-AE2Q87,20161201,Follow-Up,0,0,,Low
HPAR-AE2Q87,20161129,Routine,0,2,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat",Low
SWOD-AQAKLU,20191101,Routine,0,0,,Low
SWOD-AQAKLU,20190524,Routine,0,0,,Low
SWOD-AQAKLU,20181219,Routine,0,0,,Low
SWOD-AQAKLU,20180914,Follow-Up,0,0,,Low
SWOD-AQAKLU,20180803,Follow-Up,0,0,,Low
SWOD-AQAKLU,20180730,Routine,2,1,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
SWOD-AQAKLU,20170822,Routine,0,0,,Low
HCAR-BG7QZ3,20200203,Routine,0,0,,Low
HCAR-BG7QZ3,20191007,Routine,0,0,,Low
JDSO-AD4MWR,20191126,Routine,0,0,,Low
JDSO-AD4MWR,20190508,Routine,0,0,,Low
JDSO-AD4MWR,20181108,Routine,0,0,,Low
JDSO-AD4MWR,20180509,Follow-Up,1,0,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat",Low
JDSO-AD4MWR,20180412,Routine,0,0,,Low
JDSO-AD4MWR,20170914,Routine,0,0,,Low
JDSO-AD4MWR,20170412,Routine,0,1,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
JDSO-AD4MWR,20170322,Routine,0,0,,Low
JDSO-AD4MWR,20161214,Routine,0,0,,Low
JDSO-AD4MWR,20160909,Routine,0,0,,Low
A017301    ,20200102,Routine,0,0,,Low
A017301    ,20190621,Follow-Up,0,0,,Low
A017301    ,20190611,Routine,0,2,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Moderate
A017301    ,20190118,Routine,0,0,,Low
A017301    ,20180807,Follow-Up,1,0,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat",Low
A017301    ,20180622,Routine,2,1,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Moderate
A017301    ,20171106,Routine,0,0,,Low
A017301    ,20170501,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
A017301    ,20161219,Routine,2,1,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
A017301    ,20160803,Follow-Up,0,0,,Low
A017301    ,20160729,Routine,1,3,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|211,Not Critical,Frozen potentially hazardous food stored/displayed above -18 °C. [s. 14(3)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",High
A017293    ,20191128,Routine,1,0,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat",Low
A017293    ,20190624,Follow-Up,0,0,,Low
A017293    ,20190620,Routine,1,1,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
A017293    ,20190103,Routine,1,1,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
A017293    ,20180706,Routine,1,1,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat",Low
A017293    ,20180105,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
A017293    ,20170811,Routine,0,0,,Low
A017293    ,20170215,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
A017293    ,20160921,Follow-Up,0,1,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
A017293    ,20160920,Routine,1,2,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Moderate
A017349    ,20200107,Routine,0,0,,Low
A017349    ,20190326,Routine,0,1,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
A017349    ,20180319,Routine,2,1,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat",Low
A017349    ,20170217,Routine,0,0,,Low
A017349    ,20160829,Follow-Up,0,0,,Low
A017349    ,20160826,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
A017335    ,20191106,Routine,2,0,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
A017335    ,20190510,Routine,0,2,"305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
A017335    ,20190128,Follow-Up,0,0,,Low
A017335    ,20181120,Follow-Up,0,0,,Low
A017335    ,20181106,Routine,1,1,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
A017335    ,20180810,Follow-Up,0,0,,Low
A017335    ,20180508,Follow-Up,0,0,,Low
A017335    ,20180503,Routine,2,1,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat",Moderate
A017335    ,20171128,Routine,1,2,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
A017335    ,20170811,Follow-Up,0,0,,Low
A017335    ,20170704,Follow-Up,0,0,,Low
A017335    ,20170605,Routine,1,1,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
A017335    ,20170103,Routine,1,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
A017335    ,20160727,Routine,1,1,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
A020068    ,20190925,Routine,2,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat",High
A020068    ,20190423,Routine,0,2,"211,Not Critical,Frozen potentially hazardous food stored/displayed above -18 °C. [s. 14(3)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
A020068    ,20181022,Routine,1,1,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
A020068    ,20180621,Follow-Up,0,2,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat",Low
A020068    ,20180619,Routine,1,3,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",High
A020068    ,20180119,Follow-Up,0,0,,Low
A020068    ,20171122,Follow-Up,0,1,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
A020068    ,20171027,Routine,3,2,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Moderate
A020068    ,20170510,Routine,0,2,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
A020068    ,20170113,Routine,0,0,,Low
A020068    ,20160912,Routine,0,2,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat",Low
GEDS-7ZLTQN,20191007,Follow-Up,0,0,,Low
GEDS-7ZLTQN,20191003,Routine,0,2,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
GEDS-7ZLTQN,20190429,Routine,0,0,,Low
GEDS-7ZLTQN,20181017,Routine,0,1,"501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat",Low
GEDS-7ZLTQN,20180509,Routine,0,0,,Low
GEDS-7ZLTQN,20171110,Follow-Up,0,0,,Low
GEDS-7ZLTQN,20171031,Follow-Up,0,1,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
GEDS-7ZLTQN,20171027,Routine,1,1,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Moderate
GEDS-7ZLTQN,20170525,Routine,0,0,,Low
GEDS-7ZLTQN,20161123,Routine,0,0,,Low
GEDS-7ZLTQN,20160502,Routine,1,1,"104,Not Critical,Permit not posted in a conspicuous location [s. 8(7)],Not Repeat|303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat",Low
SDFO-8HVQQ6,20191007,Follow-Up,0,0,,Low
SDFO-8HVQQ6,20191004,Routine,0,2,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat",Low
SDFO-8HVQQ6,20190426,Follow-Up,0,0,,Low
SDFO-8HVQQ6,20190425,Follow-Up,1,0,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat",Low
SDFO-8HVQQ6,20190424,Routine,1,1,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
SDFO-8HVQQ6,20190107,Follow-Up,0,0,,Low
SDFO-8HVQQ6,20190104,Routine,1,0,"401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
SDFO-8HVQQ6,20180705,Routine,1,1,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat",Low
SDFO-8HVQQ6,20171130,Routine,2,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Moderate
SDFO-8HVQQ6,20170421,Routine,0,1,"305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat",Low
SDFO-8HVQQ6,20161024,Routine,0,0,,Low
SDFO-8HVQQ6,20160415,Routine,1,1,"309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Moderate
A018613    ,20191119,Follow-Up,0,0,,Low
A018613    ,20191106,Routine,1,1,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat",Low
A018613    ,20190715,Routine,0,0,,Low
A018613    ,20181211,Follow-Up,0,0,,Low
A018613    ,20181203,Routine,0,2,"212,Not Critical,Operator has not provided acceptable written food handling procedures [s. 23],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
